,URL,Category,RawCategory,MatchCategory,City
341,https://www.viator.com/Milan-tours/Walking-Tours/d512-g16-c56,Walking Tours,/Milan-tours/Walking-Tours/d512-g16-c56,Walking-Tours,Milan
342,https://www.viator.com/Milan-tours/Private-Sightseeing-Tours/d512-g26-c116,Private Sightseeing Tours,/Milan-tours/Private-Sightseeing-Tours/d512-g26-c116,Private-Sightseeing-Tours,Milan
343,https://www.viator.com/Milan-tours/Half-day-Tours/d512-g12-c95,Half-day Tours,/Milan-tours/Half-day-Tours/d512-g12-c95,Half-day-Tours,Milan
344,https://www.viator.com/Milan-tours/City-Tours/d512-g12-c5330,City Tours,/Milan-tours/City-Tours/d512-g12-c5330,City-Tours,Milan
345,https://www.viator.com/Milan-tours/Day-Trips/d512-g5-c15,Day Trips,/Milan-tours/Day-Trips/d512-g5-c15,Day-Trips,Milan
346,https://www.viator.com/Milan-tours/Cultural-Tours/d512-g4-c11,Cultural Tours,/Milan-tours/Cultural-Tours/d512-g4-c11,Cultural-Tours,Milan
347,https://www.viator.com/Milan-tours/Luxury-Tours/d512-g25-c113,Private and Luxury,/Milan-tours/Luxury-Tours/d512-g25-c113,Luxury-Tours,Milan
348,https://www.viator.com/Milan-tours/Bus-and-Minivan-Tours/d512-g12-c98,Bus Tours,/Milan-tours/Bus-and-Minivan-Tours/d512-g12-c98,Bus-and-Minivan-Tours,Milan
349,https://www.viator.com/Milan-tours/Historical-and-Heritage-Tours/d512-g4-c12,Historical Tours,/Milan-tours/Historical-and-Heritage-Tours/d512-g4-c12,Historical-and-Heritage-Tours,Milan
350,https://www.viator.com/Milan-tours/Sightseeing/d512-tag21725,Sightseeing Tours,/Milan-tours/Sightseeing/d512-tag21725,Sightseeing,Milan
351,https://www.viator.com/Milan-tours/Arts-and-Design/d512-tag21509,Arts & Design,/Milan-tours/Arts-and-Design/d512-tag21509,Arts-and-Design,Milan
352,https://www.viator.com/Milan-tours/Literary-Art-and-Music-Tours/d512-g4-c14,Art Tours,/Milan-tours/Literary-Art-and-Music-Tours/d512-g4-c14,Literary-Art-and-Music-Tours,Milan
353,https://www.viator.com/Milan-tours/Wine-Tasting-and-Winery-Tours/d512-g6-c21,Wine Tastings,/Milan-tours/Wine-Tasting-and-Winery-Tours/d512-g6-c21,Wine-Tasting-and-Winery-Tours,Milan
354,https://www.viator.com/Milan-tours/Cooking-Classes/d512-g6-c19,Cooking Classes,/Milan-tours/Cooking-Classes/d512-g6-c19,Cooking-Classes,Milan
355,https://www.viator.com/Milan-tours/Airport-and-Ground-Transfers/d512-g15-c52,Airport & Hotel Transfers,/Milan-tours/Airport-and-Ground-Transfers/d512-g15-c52,Airport-and-Ground-Transfers,Milan
356,https://www.viator.com/Milan-tours/Fashion-Tours/d512-tag21764,Fashion Tours,/Milan-tours/Fashion-Tours/d512-tag21764,Fashion-Tours,Milan
357,https://www.viator.com/Milan-tours/Food-Tours-Attraction-Product-Category/d512-tag12053,Culinary Tour,/Milan-tours/Food-Tours-Attraction-Product-Category/d512-tag12053,Food-Tours-Attraction-Product-Category,Milan
358,https://www.viator.com/Milan-tours/Hop-on-Hop-off-Tours/d512-g12-c97,Hop on Hop Off Buses,/Milan-tours/Hop-on-Hop-off-Tours/d512-g12-c97,Hop-on-Hop-off-Tours,Milan
359,https://www.viator.com/Milan-tours/Full-day-Tours/d512-g12-c94,Full-day Tours,/Milan-tours/Full-day-Tours/d512-g12-c94,Full-day-Tours,Milan
360,https://www.viator.com/Milan-tours/Rail-Tours/d512-g5-c17,Rail Tours,/Milan-tours/Rail-Tours/d512-g5-c17,Rail-Tours,Milan
361,https://www.viator.com/Milan-tours/Skip-the-Line-Tours/d512-g12-c5329,Skip the line Tickets,/Milan-tours/Skip-the-Line-Tours/d512-g12-c5329,Skip-the-Line-Tours,Milan
362,https://www.viator.com/Milan-tours/Art-and-Culture/d512-tag21910,Art & Culture,/Milan-tours/Art-and-Culture/d512-tag21910,Art-and-Culture,Milan
363,https://www.viator.com/Milan-tours/Classes-and-Workshops/d512-g26051,Classes & Workshops,/Milan-tours/Classes-and-Workshops/d512-g26051,Classes-and-Workshops,Milan
364,https://www.viator.com/Milan-tours/Food-Wine-and-Nightlife/d512-g6,Food & Drink,/Milan-tours/Food-Wine-and-Nightlife/d512-g6,Food-Wine-and-Nightlife,Milan
365,https://www.viator.com/Milan-tours/LTSO-Viator-Market-Driven-Merchandising/d512-tag22083,Likely To Sell Out,/Milan-tours/LTSO-Viator-Market-Driven-Merchandising/d512-tag22083,LTSO-Viator-Market-Driven-Merchandising,Milan
366,https://www.viator.com/Milan-tours/Outdoor-Activities/d512-g9,Outdoor Activities,/Milan-tours/Outdoor-Activities/d512-g9,Outdoor-Activities,Milan
367,https://www.viator.com/Milan-tours/Seasonal-and-Special-Occasions/d512-tag21916,Seasonal & Special Occasions,/Milan-tours/Seasonal-and-Special-Occasions/d512-tag21916,Seasonal-and-Special-Occasions,Milan
368,https://www.viator.com/Milan-tours/Sightseeing-Tickets-and-Passes/d512-g8,Tickets & Passes,/Milan-tours/Sightseeing-Tickets-and-Passes/d512-g8,Sightseeing-Tickets-and-Passes,Milan
369,https://www.viator.com/Milan-tours/Tours-and-Sightseeing/d512-g12,"Tours, Sightseeing & Cruises",/Milan-tours/Tours-and-Sightseeing/d512-g12,Tours-and-Sightseeing,Milan
370,https://www.viator.com/Milan-tours/Transfers-and-Ground-Transport/d512-g15,Travel & Transportation Services,/Milan-tours/Transfers-and-Ground-Transport/d512-g15,Transfers-and-Ground-Transport,Milan
371,https://www.viator.com/Milan-tours/Unique-Experiences/d512-g50127-c50128,Unique Experiences,/Milan-tours/Unique-Experiences/d512-g50127-c50128,Unique-Experiences,Milan
372,https://www.viator.com/Naples/d508-ttd,Global,/Global/Global,Global,Naples
373,https://www.viator.com/Naples-tours/Private-Sightseeing-Tours/d508-g26-c116,Private Sightseeing Tours,/Naples-tours/Private-Sightseeing-Tours/d508-g26-c116,Private-Sightseeing-Tours,Naples
374,https://www.viator.com/Naples-tours/Day-Trips/d508-g5-c15,Day Trips,/Naples-tours/Day-Trips/d508-g5-c15,Day-Trips,Naples
375,https://www.viator.com/Naples-tours/Cruises-Sailing-and-Water-Tours/d508-g3,Cruises & Sailing,/Naples-tours/Cruises-Sailing-and-Water-Tours/d508-g3,Cruises-Sailing-and-Water-Tours,Naples
376,https://www.viator.com/Naples-tours/Half-day-Tours/d508-g12-c95,Half-day Tours,/Naples-tours/Half-day-Tours/d508-g12-c95,Half-day-Tours,Naples
377,https://www.viator.com/Naples-tours/Sightseeing/d508-tag21725,Sightseeing Tours,/Naples-tours/Sightseeing/d508-tag21725,Sightseeing,Naples
378,https://www.viator.com/Naples-tours/Port-Transfers/d508-g24-c4032,Shore Excursions,/Naples-tours/Port-Transfers/d508-g24-c4032,Port-Transfers,Naples
379,https://www.viator.com/Naples-tours/Walking-Tours/d508-g16-c56,Walking Tours,/Naples-tours/Walking-Tours/d508-g16-c56,Walking-Tours,Naples
380,https://www.viator.com/Naples-tours/Full-day-Tours/d508-g12-c94,Full-day Tours,/Naples-tours/Full-day-Tours/d508-g12-c94,Full-day-Tours,Naples
381,https://www.viator.com/Naples-tours/Bus-and-Minivan-Tours/d508-g12-c98,Bus Tours,/Naples-tours/Bus-and-Minivan-Tours/d508-g12-c98,Bus-and-Minivan-Tours,Naples
382,https://www.viator.com/Naples-tours/Port-Transfers/d508-g15-c112,Port Transfers,/Naples-tours/Port-Transfers/d508-g15-c112,Port-Transfers,Naples
383,https://www.viator.com/Naples-tours/Cultural-Tours/d508-g4-c11,Cultural Tours,/Naples-tours/Cultural-Tours/d508-g4-c11,Cultural-Tours,Naples
384,https://www.viator.com/Naples-tours/Historical-and-Heritage-Tours/d508-g4-c12,Historical Tours,/Naples-tours/Historical-and-Heritage-Tours/d508-g4-c12,Historical-and-Heritage-Tours,Naples
385,https://www.viator.com/Naples-tours/Water-Tours/d508-g3-c40295,Water Tours,/Naples-tours/Water-Tours/d508-g3-c40295,Water-Tours,Naples
386,https://www.viator.com/Naples-tours/City-Tours/d508-g12-c5330,City Tours,/Naples-tours/City-Tours/d508-g12-c5330,City-Tours,Naples
387,https://www.viator.com/Naples-tours/Archaeology-Tours/d508-g4-c5332,Archaeology Tours,/Naples-tours/Archaeology-Tours/d508-g4-c5332,Archaeology-Tours,Naples
388,https://www.viator.com/Naples-tours/Cooking-Classes/d508-g6-c19,Cooking Classes,/Naples-tours/Cooking-Classes/d508-g6-c19,Cooking-Classes,Naples
389,https://www.viator.com/Naples-tours/Wine-Tasting-and-Winery-Tours/d508-g6-c21,Wine Tastings,/Naples-tours/Wine-Tasting-and-Winery-Tours/d508-g6-c21,Wine-Tasting-and-Winery-Tours,Naples
390,https://www.viator.com/Naples-tours/Ports-of-Call-Tours/d508-g24-c89,Ports of Call Tours,/Naples-tours/Ports-of-Call-Tours/d508-g24-c89,Ports-of-Call-Tours,Naples
391,https://www.viator.com/Naples-tours/Day-Cruises/d508-g3-c7,Day Cruises,/Naples-tours/Day-Cruises/d508-g3-c7,Day-Cruises,Naples
392,https://www.viator.com/Naples-tours/Food-Tours-Attraction-Product-Category/d508-tag12053,Culinary Tour,/Naples-tours/Food-Tours-Attraction-Product-Category/d508-tag12053,Food-Tours-Attraction-Product-Category,Naples
393,https://www.viator.com/Naples-tours/Airport-and-Ground-Transfers/d508-g15-c52,Airport & Hotel Transfers,/Naples-tours/Airport-and-Ground-Transfers/d508-g15-c52,Airport-and-Ground-Transfers,Naples
394,https://www.viator.com/Naples-tours/Art-and-Culture/d508-tag21910,Art & Culture,/Naples-tours/Art-and-Culture/d508-tag21910,Art-and-Culture,Naples
395,https://www.viator.com/Naples-tours/Classes-and-Workshops/d508-g26051,Classes & Workshops,/Naples-tours/Classes-and-Workshops/d508-g26051,Classes-and-Workshops,Naples
396,https://www.viator.com/Naples-tours/Food-Wine-and-Nightlife/d508-g6,Food & Drink,/Naples-tours/Food-Wine-and-Nightlife/d508-g6,Food-Wine-and-Nightlife,Naples
397,https://www.viator.com/Naples-tours/LTSO-Viator-Market-Driven-Merchandising/d508-tag22083,Likely To Sell Out,/Naples-tours/LTSO-Viator-Market-Driven-Merchandising/d508-tag22083,LTSO-Viator-Market-Driven-Merchandising,Naples
398,https://www.viator.com/Naples-tours/Outdoor-Activities/d508-g9,Outdoor Activities,/Naples-tours/Outdoor-Activities/d508-g9,Outdoor-Activities,Naples
399,https://www.viator.com/Naples-tours/Seasonal-and-Special-Occasions/d508-tag21916,Seasonal & Special Occasions,/Naples-tours/Seasonal-and-Special-Occasions/d508-tag21916,Seasonal-and-Special-Occasions,Naples
400,https://www.viator.com/Naples-tours/Sightseeing-Tickets-and-Passes/d508-g8,Tickets & Passes,/Naples-tours/Sightseeing-Tickets-and-Passes/d508-g8,Sightseeing-Tickets-and-Passes,Naples
401,https://www.viator.com/Naples-tours/Tours-and-Sightseeing/d508-g12,"Tours, Sightseeing & Cruises",/Naples-tours/Tours-and-Sightseeing/d508-g12,Tours-and-Sightseeing,Naples
402,https://www.viator.com/Naples-tours/Transfers-and-Ground-Transport/d508-g15,Travel & Transportation Services,/Naples-tours/Transfers-and-Ground-Transport/d508-g15,Transfers-and-Ground-Transport,Naples
403,https://www.viator.com/Naples-tours/Unique-Experiences/d508-g50127-c50128,Unique Experiences,/Naples-tours/Unique-Experiences/d508-g50127-c50128,Unique-Experiences,Naples
404,https://www.viator.com/Naples-tours/Art-and-Culture/d508-tag21910,Art & Culture,/Naples-tours/Art-and-Culture/d508-tag21910,Art-and-Culture,Naples
405,https://www.viator.com/Naples-tours/Classes-and-Workshops/d508-g26051,Classes & Workshops,/Naples-tours/Classes-and-Workshops/d508-g26051,Classes-and-Workshops,Naples
406,https://www.viator.com/Naples-tours/Food-Wine-and-Nightlife/d508-g6,Food & Drink,/Naples-tours/Food-Wine-and-Nightlife/d508-g6,Food-Wine-and-Nightlife,Naples
407,https://www.viator.com/Naples-tours/LTSO-Viator-Market-Driven-Merchandising/d508-tag22083,Likely To Sell Out,/Naples-tours/LTSO-Viator-Market-Driven-Merchandising/d508-tag22083,LTSO-Viator-Market-Driven-Merchandising,Naples
408,https://www.viator.com/Naples-tours/Outdoor-Activities/d508-g9,Outdoor Activities,/Naples-tours/Outdoor-Activities/d508-g9,Outdoor-Activities,Naples
409,https://www.viator.com/Naples-tours/Seasonal-and-Special-Occasions/d508-tag21916,Seasonal & Special Occasions,/Naples-tours/Seasonal-and-Special-Occasions/d508-tag21916,Seasonal-and-Special-Occasions,Naples
410,https://www.viator.com/Naples-tours/Sightseeing-Tickets-and-Passes/d508-g8,Tickets & Passes,/Naples-tours/Sightseeing-Tickets-and-Passes/d508-g8,Sightseeing-Tickets-and-Passes,Naples
411,https://www.viator.com/Naples-tours/Tours-and-Sightseeing/d508-g12,"Tours, Sightseeing & Cruises",/Naples-tours/Tours-and-Sightseeing/d508-g12,Tours-and-Sightseeing,Naples
412,https://www.viator.com/Naples-tours/Transfers-and-Ground-Transport/d508-g15,Travel & Transportation Services,/Naples-tours/Transfers-and-Ground-Transport/d508-g15,Transfers-and-Ground-Transport,Naples
413,https://www.viator.com/Naples-tours/Unique-Experiences/d508-g50127-c50128,Unique Experiences,/Naples-tours/Unique-Experiences/d508-g50127-c50128,Unique-Experiences,Naples
414,https://www.viator.com/Paris/d479-ttd,Global,/Global/Global,Global,Paris
415,https://www.viator.com/Paris-tours/Day-Trips/d479-g5-c15,Day Trips,/Paris-tours/Day-Trips/d479-g5-c15,Day-Trips,Paris
416,https://www.viator.com/Paris-tours/Cruises-Sailing-and-Water-Tours/d479-g3,Cruises & Sailing,/Paris-tours/Cruises-Sailing-and-Water-Tours/d479-g3,Cruises-Sailing-and-Water-Tours,Paris
417,https://www.viator.com/Paris-tours/Dinner-Cruises/d479-g3-c5640,Dinner Cruises,/Paris-tours/Dinner-Cruises/d479-g3-c5640,Dinner-Cruises,Paris
418,https://www.viator.com/Paris-tours/Private-Sightseeing-Tours/d479-g26-c116,Private Sightseeing Tours,/Paris-tours/Private-Sightseeing-Tours/d479-g26-c116,Private-Sightseeing-Tours,Paris
419,https://www.viator.com/Paris-tours/Walking-Tours/d479-g16-c56,Walking Tours,/Paris-tours/Walking-Tours/d479-g16-c56,Walking-Tours,Paris
420,https://www.viator.com/Paris-tours/Half-day-Tours/d479-g12-c95,Half-day Tours,/Paris-tours/Half-day-Tours/d479-g12-c95,Half-day-Tours,Paris
421,https://www.viator.com/Paris-tours/Luxury-Tours/d479-g25-c113,Private and Luxury,/Paris-tours/Luxury-Tours/d479-g25-c113,Luxury-Tours,Paris
422,https://www.viator.com/Paris-tours/Full-day-Tours/d479-g12-c94,Full-day Tours,/Paris-tours/Full-day-Tours/d479-g12-c94,Full-day-Tours,Paris
423,https://www.viator.com/Paris-tours/Historical-and-Heritage-Tours/d479-g4-c12,Historical Tours,/Paris-tours/Historical-and-Heritage-Tours/d479-g4-c12,Historical-and-Heritage-Tours,Paris
424,https://www.viator.com/Paris-tours/Bus-and-Minivan-Tours/d479-g12-c98,Bus Tours,/Paris-tours/Bus-and-Minivan-Tours/d479-g12-c98,Bus-and-Minivan-Tours,Paris
425,https://www.viator.com/Paris-tours/Sightseeing/d479-tag21725,Sightseeing Tours,/Paris-tours/Sightseeing/d479-tag21725,Sightseeing,Paris
426,https://www.viator.com/Paris-tours/Cultural-Tours/d479-g4-c11,Cultural Tours,/Paris-tours/Cultural-Tours/d479-g4-c11,Cultural-Tours,Paris
427,https://www.viator.com/Paris-tours/Water-Tours/d479-g3-c40295,Water Tours,/Paris-tours/Water-Tours/d479-g3-c40295,Water-Tours,Paris
428,https://www.viator.com/Paris-tours/Airport-and-Ground-Transfers/d479-g15-c52,Airport & Hotel Transfers,/Paris-tours/Airport-and-Ground-Transfers/d479-g15-c52,Airport-and-Ground-Transfers,Paris
429,https://www.viator.com/Paris-tours/Cabaret/d479-g11-c5111,Cabaret,/Paris-tours/Cabaret/d479-g11-c5111,Cabaret,Paris
430,https://www.viator.com/Paris-tours/Disney-Parks/d479-g14-c122,Disney® Parks,/Paris-tours/Disney-Parks/d479-g14-c122,Disney-Parks,Paris
431,https://www.viator.com/Paris-tours/Skip-the-Line-Tours/d479-g12-c5329,Skip the line Tickets,/Paris-tours/Skip-the-Line-Tours/d479-g12-c5329,Skip-the-Line-Tours,Paris
432,https://www.viator.com/Paris-tours/City-Tours/d479-g12-c5330,City Tours,/Paris-tours/City-Tours/d479-g12-c5330,City-Tours,Paris
433,https://www.viator.com/Paris-tours/Theater-Shows-and-Musicals/d479-g11-c44,Theater Shows,/Paris-tours/Theater-Shows-and-Musicals/d479-g11-c44,Theater-Shows-and-Musicals,Paris
434,https://www.viator.com/Paris-tours/Sunset-Cruises/d479-g3-c5638,Sunset Cruises,/Paris-tours/Sunset-Cruises/d479-g3-c5638,Sunset-Cruises,Paris
435,https://www.viator.com/Paris-tours/Museum-Tickets-and-Passes/d479-g8-c31,Museum Tickets & Passes,/Paris-tours/Museum-Tickets-and-Passes/d479-g8-c31,Museum-Tickets-and-Passes,Paris
436,https://www.viator.com/Paris-tours/Art-and-Culture/d479-tag21910,Art & Culture,/Paris-tours/Art-and-Culture/d479-tag21910,Art-and-Culture,Paris
437,https://www.viator.com/Paris-tours/Classes-and-Workshops/d479-g26051,Classes & Workshops,/Paris-tours/Classes-and-Workshops/d479-g26051,Classes-and-Workshops,Paris
438,https://www.viator.com/Paris-tours/Food-Wine-and-Nightlife/d479-g6,Food & Drink,/Paris-tours/Food-Wine-and-Nightlife/d479-g6,Food-Wine-and-Nightlife,Paris
439,https://www.viator.com/Paris-tours/LTSO-Viator-Market-Driven-Merchandising/d479-tag22083,Likely To Sell Out,/Paris-tours/LTSO-Viator-Market-Driven-Merchandising/d479-tag22083,LTSO-Viator-Market-Driven-Merchandising,Paris
440,https://www.viator.com/Paris-tours/Outdoor-Activities/d479-g9,Outdoor Activities,/Paris-tours/Outdoor-Activities/d479-g9,Outdoor-Activities,Paris
441,https://www.viator.com/Paris-tours/Seasonal-and-Special-Occasions/d479-tag21916,Seasonal & Special Occasions,/Paris-tours/Seasonal-and-Special-Occasions/d479-tag21916,Seasonal-and-Special-Occasions,Paris
442,https://www.viator.com/Paris-tours/Sightseeing-Tickets-and-Passes/d479-g8,Tickets & Passes,/Paris-tours/Sightseeing-Tickets-and-Passes/d479-g8,Sightseeing-Tickets-and-Passes,Paris
443,https://www.viator.com/Paris-tours/Tours-and-Sightseeing/d479-g12,"Tours, Sightseeing & Cruises",/Paris-tours/Tours-and-Sightseeing/d479-g12,Tours-and-Sightseeing,Paris
444,https://www.viator.com/Paris-tours/Transfers-and-Ground-Transport/d479-g15,Travel & Transportation Services,/Paris-tours/Transfers-and-Ground-Transport/d479-g15,Transfers-and-Ground-Transport,Paris
445,https://www.viator.com/Paris-tours/Unique-Experiences/d479-g50127-c50128,Unique Experiences,/Paris-tours/Unique-Experiences/d479-g50127-c50128,Unique-Experiences,Paris
446,https://www.viator.com/Porto/d26879-ttd,Global,/Global/Global,Global,Porto
447,https://www.viator.com/Porto-tours/Half-day-Tours/d26879-g12-c95,Half-day Tours,/Porto-tours/Half-day-Tours/d26879-g12-c95,Half-day-Tours,Porto
448,https://www.viator.com/Porto-tours/Private-Sightseeing-Tours/d26879-g26-c116,Private Sightseeing Tours,/Porto-tours/Private-Sightseeing-Tours/d26879-g26-c116,Private-Sightseeing-Tours,Porto
449,https://www.viator.com/Porto-tours/Cruises-Sailing-and-Water-Tours/d26879-g3,Cruises & Sailing,/Porto-tours/Cruises-Sailing-and-Water-Tours/d26879-g3,Cruises-Sailing-and-Water-Tours,Porto
450,https://www.viator.com/Porto-tours/Day-Trips/d26879-g5-c15,Day Trips,/Porto-tours/Day-Trips/d26879-g5-c15,Day-Trips,Porto
451,https://www.viator.com/Porto-tours/Bus-and-Minivan-Tours/d26879-g12-c98,Bus Tours,/Porto-tours/Bus-and-Minivan-Tours/d26879-g12-c98,Bus-and-Minivan-Tours,Porto
452,https://www.viator.com/Porto-tours/Tuk-Tuk-Tours/d26879-g12-c32054,Tuk Tuk Tours,/Porto-tours/Tuk-Tuk-Tours/d26879-g12-c32054,Tuk-Tuk-Tours,Porto
453,https://www.viator.com/Porto-tours/City-Tours/d26879-g12-c5330,City Tours,/Porto-tours/City-Tours/d26879-g12-c5330,City-Tours,Porto
454,https://www.viator.com/Porto-tours/Cultural-Tours/d26879-g4-c11,Cultural Tours,/Porto-tours/Cultural-Tours/d26879-g4-c11,Cultural-Tours,Porto
455,https://www.viator.com/Porto-tours/Full-day-Tours/d26879-g12-c94,Full-day Tours,/Porto-tours/Full-day-Tours/d26879-g12-c94,Full-day-Tours,Porto
456,https://www.viator.com/Porto-tours/Historical-and-Heritage-Tours/d26879-g4-c12,Historical Tours,/Porto-tours/Historical-and-Heritage-Tours/d26879-g4-c12,Historical-and-Heritage-Tours,Porto
457,https://www.viator.com/Porto-tours/Bike-and-Mountain-Bike-Tours/d26879-g16-c55,Mountain Bike Tours,/Porto-tours/Bike-and-Mountain-Bike-Tours/d26879-g16-c55,Bike-and-Mountain-Bike-Tours,Porto
458,https://www.viator.com/Porto-tours/Sightseeing/d26879-tag21725,Sightseeing Tours,/Porto-tours/Sightseeing/d26879-tag21725,Sightseeing,Porto
459,https://www.viator.com/Porto-tours/Wine-Tour-Product-Food-Wine-and-Nightlife/d26879-tag21574,Wine Tours,/Porto-tours/Wine-Tour-Product-Food-Wine-and-Nightlife/d26879-tag21574,Wine-Tour-Product-Food-Wine-and-Nightlife,Porto
460,https://www.viator.com/Porto-tours/Day-Cruises/d26879-g3-c7,Day Cruises,/Porto-tours/Day-Cruises/d26879-g3-c7,Day-Cruises,Porto
461,https://www.viator.com/Porto-tours/Unique-Experiences/d26879-g50127-c50128,Unique Experiences,/Porto-tours/Unique-Experiences/d26879-g50127-c50128,Unique-Experiences,Porto
462,https://www.viator.com/Porto-tours/Airport-and-Ground-Transfers/d26879-g15-c52,Airport & Hotel Transfers,/Porto-tours/Airport-and-Ground-Transfers/d26879-g15-c52,Airport-and-Ground-Transfers,Porto
463,https://www.viator.com/Porto-tours/Food-Tours/d26879-g6-c80,Food Tours,/Porto-tours/Food-Tours/d26879-g6-c80,Food-Tours,Porto
464,https://www.viator.com/Porto-tours/Water-Tours/d26879-g3-c40295,Water Tours,/Porto-tours/Water-Tours/d26879-g3-c40295,Water-Tours,Porto
465,https://www.viator.com/Porto-tours/Walking-Tours/d26879-g16-c56,Walking Tours,/Porto-tours/Walking-Tours/d26879-g16-c56,Walking-Tours,Porto
466,https://www.viator.com/Porto-tours/Port-Transfers/d26879-g24-c4032,Shore Excursions,/Porto-tours/Port-Transfers/d26879-g24-c4032,Port-Transfers,Porto
467,https://www.viator.com/Porto-tours/Hop-on-Hop-off-Tours/d26879-g12-c97,Hop on Hop Off Buses,/Porto-tours/Hop-on-Hop-off-Tours/d26879-g12-c97,Hop-on-Hop-off-Tours,Porto
468,https://www.viator.com/Porto-tours/Art-and-Culture/d26879-tag21910,Art & Culture,/Porto-tours/Art-and-Culture/d26879-tag21910,Art-and-Culture,Porto
469,https://www.viator.com/Porto-tours/Classes-and-Workshops/d26879-g26051,Classes & Workshops,/Porto-tours/Classes-and-Workshops/d26879-g26051,Classes-and-Workshops,Porto
470,https://www.viator.com/Porto-tours/Food-Wine-and-Nightlife/d26879-g6,Food & Drink,/Porto-tours/Food-Wine-and-Nightlife/d26879-g6,Food-Wine-and-Nightlife,Porto
471,https://www.viator.com/Porto-tours/LTSO-Viator-Market-Driven-Merchandising/d26879-tag22083,Likely To Sell Out,/Porto-tours/LTSO-Viator-Market-Driven-Merchandising/d26879-tag22083,LTSO-Viator-Market-Driven-Merchandising,Porto
472,https://www.viator.com/Porto-tours/Outdoor-Activities/d26879-g9,Outdoor Activities,/Porto-tours/Outdoor-Activities/d26879-g9,Outdoor-Activities,Porto
473,https://www.viator.com/Porto-tours/Seasonal-and-Special-Occasions/d26879-tag21916,Seasonal & Special Occasions,/Porto-tours/Seasonal-and-Special-Occasions/d26879-tag21916,Seasonal-and-Special-Occasions,Porto
474,https://www.viator.com/Porto-tours/Sightseeing-Tickets-and-Passes/d26879-g8,Tickets & Passes,/Porto-tours/Sightseeing-Tickets-and-Passes/d26879-g8,Sightseeing-Tickets-and-Passes,Porto
475,https://www.viator.com/Porto-tours/Tours-and-Sightseeing/d26879-g12,"Tours, Sightseeing & Cruises",/Porto-tours/Tours-and-Sightseeing/d26879-g12,Tours-and-Sightseeing,Porto
476,https://www.viator.com/Porto-tours/Transfers-and-Ground-Transport/d26879-g15,Travel & Transportation Services,/Porto-tours/Transfers-and-Ground-Transport/d26879-g15,Transfers-and-Ground-Transport,Porto
477,https://www.viator.com/Rome/d511-ttd,Global,/Global/Global,Global,Rome
478,https://www.viator.com/Rome-tours/Walking-Tours/d511-g16-c56,Walking Tours,/Rome-tours/Walking-Tours/d511-g16-c56,Walking-Tours,Rome
479,https://www.viator.com/Rome-tours/Half-day-Tours/d511-g12-c95,Half-day Tours,/Rome-tours/Half-day-Tours/d511-g12-c95,Half-day-Tours,Rome
480,https://www.viator.com/Rome-tours/Historical-and-Heritage-Tours/d511-g4-c12,Historical Tours,/Rome-tours/Historical-and-Heritage-Tours/d511-g4-c12,Historical-and-Heritage-Tours,Rome
481,https://www.viator.com/Rome-tours/Sightseeing/d511-tag21725,Sightseeing Tours,/Rome-tours/Sightseeing/d511-tag21725,Sightseeing,Rome
482,https://www.viator.com/Rome-tours/Skip-the-Line-Tours/d511-g12-c5329,Skip the line Tickets,/Rome-tours/Skip-the-Line-Tours/d511-g12-c5329,Skip-the-Line-Tours,Rome
483,https://www.viator.com/Rome-tours/Cultural-Tours/d511-g4-c11,Cultural Tours,/Rome-tours/Cultural-Tours/d511-g4-c11,Cultural-Tours,Rome
484,https://www.viator.com/Rome-tours/Museum-Tickets-and-Passes/d511-g8-c31,Museum Tickets & Passes,/Rome-tours/Museum-Tickets-and-Passes/d511-g8-c31,Museum-Tickets-and-Passes,Rome
485,https://www.viator.com/Rome-tours/Private-Sightseeing-Tours/d511-g26-c116,Private Sightseeing Tours,/Rome-tours/Private-Sightseeing-Tours/d511-g26-c116,Private-Sightseeing-Tours,Rome
486,https://www.viator.com/Rome-tours/Luxury-Tours/d511-g25-c113,Private and Luxury,/Rome-tours/Luxury-Tours/d511-g25-c113,Luxury-Tours,Rome
487,https://www.viator.com/Rome-tours/Bus-and-Minivan-Tours/d511-g12-c98,Bus Tours,/Rome-tours/Bus-and-Minivan-Tours/d511-g12-c98,Bus-and-Minivan-Tours,Rome
488,https://www.viator.com/Rome-tours/Full-day-Tours/d511-g12-c94,Full-day Tours,/Rome-tours/Full-day-Tours/d511-g12-c94,Full-day-Tours,Rome
489,https://www.viator.com/Rome-tours/Archaeology-Tours/d511-g4-c5332,Archaeology Tours,/Rome-tours/Archaeology-Tours/d511-g4-c5332,Archaeology-Tours,Rome
490,https://www.viator.com/Rome-tours/City-Tours/d511-g12-c5330,City Tours,/Rome-tours/City-Tours/d511-g12-c5330,City-Tours,Rome
491,https://www.viator.com/Rome-tours/Airport-and-Ground-Transfers/d511-g15-c52,Airport & Hotel Transfers,/Rome-tours/Airport-and-Ground-Transfers/d511-g15-c52,Airport-and-Ground-Transfers,Rome
492,https://www.viator.com/Rome-tours/Unique-Experiences/d511-g50127-c50128,Unique Experiences,/Rome-tours/Unique-Experiences/d511-g50127-c50128,Unique-Experiences,Rome
493,https://www.viator.com/Rome-tours/Cooking-Classes/d511-g6-c19,Cooking Classes,/Rome-tours/Cooking-Classes/d511-g6-c19,Cooking-Classes,Rome
